CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/26/2019,20:00,BROOKLYN,11209,40.632168,-74.02453,"(40.632168, -74.02453)",73 STREET                       ,4 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229673,Station Wagon/Sport Utility Vehicle,Bike,,,
10/17/2019,23:09,BROOKLYN,11217,40.682487,-73.979614,"(40.682487, -73.979614)",4 AVENUE                        ,BERGEN STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226470,Sedan,Bike,,,
10/24/2019,9:15,QUEENS,11368,40.75482,-73.84499,"(40.75482, -73.84499)",,,123-01    ROOSEVELT AVENUE              ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Failure to Yield Right-of-Way,,,,4229835,Bike,Station Wagon/Sport Utility Vehicle,,,
10/22/2019,12:55,QUEENS,11377,40.753643,-73.90767,"(40.753643, -73.90767)",BROADWAY                        ,53 PLACE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4229931,Sedan,Bike,,,
10/30/2019,19:15,BROOKLYN,11249,40.71033,-73.96428,"(40.71033, -73.96428)",,,130       BROADWAY                      ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4232387,Station Wagon/Sport Utility Vehicle,Bike,,,
10/24/2019,21:45,MANHATTAN,10016,40.743206,-73.979965,"(40.743206, -73.979965)",EAST 30 STREET                  ,3 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230054,Bike,,,,
10/20/2019,18:30,,,40.770153,-73.81313,"(40.770153, -73.81313)",32 AVENUE                       ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4226525,Station Wagon/Sport Utility Vehicle,Bike,,,
10/08/2019,17:40,,,40.541115,-74.17412,"(40.541115, -74.17412)",SNEDEN AVENUE                   ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220612,Bike,Sedan,,,
10/09/2019,20:00,BRONX,10461,40.8394,-73.85049,"(40.8394, -73.85049)",ZEREGA AVENUE                   ,DORSEY STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4220664,Station Wagon/Sport Utility Vehicle,Bike,,,
10/08/2019,19:25,,,40.76502,-73.9174,"(40.76502, -73.9174)",30 AVENUE                       ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4222094,Bike,Bus,,,
10/08/2019,18:45,BROOKLYN,11205,,,,FLUSHING AVENUE                 ,CARLTON AVENUE,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4221870,Taxi,Bike,,,
10/09/2019,21:50,,,40.76093,-73.96914,"(40.76093, -73.96914)",LEXINGTON AVENUE                ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220614,Bike,,,,
10/08/2019,16:25,,,40.685436,-73.79326,"(40.685436, -73.79326)",SUTPHIN BOULEVARD               ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220097,E-Bik,Sedan,,,
10/09/2019,19:45,BROOKLYN,11207,,,,LINDEN BOULEVARD                ,VAN SICLEN AVENUE,,1,0,0,0,1,0,0,0,Other Vehicular,,,,,4220746,Bike,,,,
10/09/2019,15:32,BRONX,10451,40.818558,-73.92732,"(40.818558, -73.92732)",EAST 149 STREET                 ,GRAND CONCOURSE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4220643,Bike,,,,
10/09/2019,0:00,,,40.672966,-73.941864,"(40.672966, -73.941864)",PARK PLACE                      ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,4220604,Station Wagon/Sport Utility Vehicle,Bike,,,
10/11/2019,21:28,BRONX,10458,,,,BEDFORD PARK BOULEVARD          ,PERRY AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,4221780,Bike,Station Wagon/Sport Utility Vehicle,,,
10/11/2019,8:17,,,40.818947,-73.95221,"(40.818947, -73.95221)",WEST 135 STREET                 ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4221873,E-Sco,Sedan,,,
10/08/2019,16:30,MANHATTAN,10016,40.747917,-73.9736,"(40.747917, -73.9736)",2 AVENUE                        ,EAST 39 STREET,,1,0,0,0,1,0,0,0,Passenger Distraction,Passing or Lane Usage Improper,,,,4219998,Taxi,Bike,,,
10/08/2019,15:10,BROOKLYN,11217,40.67841,-73.97911,"(40.67841, -73.97911)",5 AVENUE                        ,SAINT JOHNS PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220230,Bike,Station Wagon/Sport Utility Vehicle,,,
10/10/2019,13:24,MANHATTAN,10013,40.723747,-74.00612,"(40.723747, -74.00612)",VARICK STREET                   ,WATTS STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4221859,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/08/2019,6:14,BROOKLYN,11216,40.691704,-73.94849,"(40.691704, -73.94849)",DE KALB AVENUE                  ,MARCY AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4219628,Station Wagon/Sport Utility Vehicle,Bike,,,
10/10/2019,19:30,BROOKLYN,11212,40.662743,-73.921936,"(40.662743, -73.921936)",ROCKAWAY PARKWAY                ,WINTHROP STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4221723,Sedan,Bike,,,
10/09/2019,20:00,BROOKLYN,11215,40.66115,-73.98018,"(40.66115, -73.98018)",15 STREET                       ,PROSPECT PARK WEST,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4220717,Sedan,E-Bik,,,
10/07/2019,0:40,MANHATTAN,10009,40.72517,-73.9842,"(40.72517, -73.9842)",,,85        AVENUE A                      ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4219520,Station Wagon/Sport Utility Vehicle,Bike,,,
10/11/2019,20:00,MANHATTAN,10003,40.727715,-73.99118,"(40.727715, -73.99118)",COOPER SQUARE                   ,EAST 5 STREET,,2,0,1,0,1,0,0,0,Driver Inattention/Distraction,,,,,4222760,Bike,,,,
10/08/2019,22:45,QUEENS,11385,40.691433,-73.89063,"(40.691433, -73.89063)",CYPRESS AVENUE                  ,VERMONT PLACE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4220532,Sedan,E-Sco,,,
10/09/2019,7:02,,,40.57944,-73.979614,"(40.57944, -73.979614)",NEPTUNE AVENUE                  ,,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unsafe Speed,,,,4222904,Pick-up Truck,Bike,,,
10/11/2019,8:55,,,40.698143,-73.98555,"(40.698143, -73.98555)",FLATBUSH AVENUE EXTENSION       ,CONCORD STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4221645,Sedan,Bike,,,
10/09/2019,14:30,QUEENS,11377,40.746906,-73.90161,"(40.746906, -73.90161)",62 STREET                       ,39 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,4223837,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/10/2019,20:15,MANHATTAN,10020,40.758644,-73.981346,"(40.758644, -73.981346)",AVENUE OF THE AMERICAS          ,WEST 48 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4221279,Sedan,Bike,,,
10/09/2019,18:30,BROOKLYN,11206,40.70191,-73.93699,"(40.70191, -73.93699)",FLUSHING AVENUE                 ,BUSHWICK AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220673,Sedan,Bike,,,
10/09/2019,7:45,,,40.679047,-73.95857,"(40.679047, -73.95857)",CLASSON AVENUE                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220602,Bike,Sedan,,,
10/09/2019,3:35,BROOKLYN,11208,40.679485,-73.87929,"(40.679485, -73.87929)",ATLANTIC AVENUE                 ,MONTAUK AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4220281,Bike,,,,
10/09/2019,15:56,MANHATTAN,10065,40.760857,-73.961075,"(40.760857, -73.961075)",EAST 61 STREET                  ,1 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4220689,Station Wagon/Sport Utility Vehicle,Bike,,,
10/10/2019,4:14,MANHATTAN,10012,40.726524,-73.99585,"(40.726524, -73.99585)",BLEECKER STREET                 ,BROADWAY,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Alcohol Involvement,,,,4222717,Sedan,Bike,,,
10/08/2019,17:43,QUEENS,11420,40.682537,-73.80716,"(40.682537, -73.80716)",LINDEN BOULEVARD                ,135 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220943,Bike,,,,
10/10/2019,10:30,QUEENS,11385,40.71392,-73.92241,"(40.71392, -73.92241)",,,46-63     METROPOLITAN AVENUE           ,1,0,0,0,1,0,0,0,Unspecified,,,,,4233973,E-Sco,,,,
10/09/2019,0:30,QUEENS,11368,40.736717,-73.8656,"(40.736717, -73.8656)",,,95-17     57 AVENUE                     ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220416,Sedan,Bike,,,
10/09/2019,17:23,,,40.733215,-74.00304,"(40.733215, -74.00304)",GROVE STREET                    ,,,1,0,0,0,1,0,0,0,Other Vehicular,Unspecified,,,,4221019,Bike,Taxi,,,
10/10/2019,11:50,BROOKLYN,11226,40.642822,-73.96086,"(40.642822, -73.96086)",CORTELYOU ROAD                  ,EAST 19 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4221633,Sedan,Bike,,,
10/11/2019,23:00,,,40.851093,-73.93244,"(40.851093, -73.93244)",SAINT NICHOLAS AVENUE           ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4222935,Bike,Station Wagon/Sport Utility Vehicle,,,
10/09/2019,8:30,,,,,,,,300 East  Main street                   ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220707,Bus,Bike,,,
10/09/2019,9:40,QUEENS,11101,40.754032,-73.94954,"(40.754032, -73.94954)",,,42-00     VERNON BOULEVARD              ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220855,E-Sco,Station Wagon/Sport Utility Vehicle,,,
10/08/2019,10:50,BROOKLYN,11219,40.631504,-74.00296,"(40.631504, -74.00296)",11 AVENUE                       ,60 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220919,Bike,,,,
10/08/2019,7:00,MANHATTAN,10007,40.71523,-74.01334,"(40.71523, -74.01334)",WEST STREET                     ,MURRAY STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4223088,Bike,Station Wagon/Sport Utility Vehicle,,,
10/07/2019,0:00,MANHATTAN,10012,40.726734,-73.994354,"(40.726734, -73.994354)",,,11        BOND STREET                   ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4223186,Bike,,,,
10/10/2019,20:30,QUEENS,11358,40.756397,-73.804535,"(40.756397, -73.804535)",162 STREET                      ,45 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Passing Too Closely,,,,4221427,Station Wagon/Sport Utility Vehicle,Bike,,,
10/08/2019,14:51,BROOKLYN,11219,40.63696,-73.98651,"(40.63696, -73.98651)",,,4303      14 AVENUE                     ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4220913,Sedan,Bike,,,
10/08/2019,19:25,BRONX,10468,40.862717,-73.9023,"(40.862717, -73.9023)",WEST FORDHAM ROAD               ,DAVIDSON AVENUE,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4220228,Bike,Box Truck,,,
10/09/2019,14:42,QUEENS,11428,40.71902,-73.73421,"(40.71902, -73.73421)",,,220-02    JAMAICA AVENUE                ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223996,Bike,Sedan,,,
10/07/2019,12:08,,,40.821262,-73.94608,"(40.821262, -73.94608)",WEST 141 STREET                 ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4219341,Sedan,E-Bik,,,
10/08/2019,16:26,,,40.63665,-73.96805,"(40.63665, -73.96805)",CONEY ISLAND AVENUE             ,DITMAS AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4220909,Bike,Sedan,,,
10/10/2019,18:10,BROOKLYN,11233,40.671665,-73.917885,"(40.671665, -73.917885)",,,1801      PARK PLACE                    ,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4221134,E-Sco,Bike,,,
10/11/2019,9:26,,,40.766895,-73.921394,"(40.766895, -73.921394)",31 STREET                       ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4221808,Sedan,E-Sco,,,
10/09/2019,13:52,MANHATTAN,10027,40.80886,-73.95213,"(40.80886, -73.95213)",WEST 123 STREET                 ,8 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4220768,Station Wagon/Sport Utility Vehicle,Bike,,,
10/09/2019,15:22,BROOKLYN,11203,40.651733,-73.93039,"(40.651733, -73.93039)",CHURCH AVENUE                   ,UTICA AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4221731,E-Bik,Sedan,,,
10/09/2019,10:10,BROOKLYN,11211,40.71045,-73.95687,"(40.71045, -73.95687)",BORINQUEN PLACE                 ,SOUTH 3 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4221226,Bike,Concrete Mixer,,,
10/10/2019,15:20,QUEENS,11372,40.756145,-73.8798,"(40.756145, -73.8798)",NORTHERN BOULEVARD              ,88 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4225011,E-Sco,Sedan,,,
10/08/2019,20:09,QUEENS,11355,40.742634,-73.81858,"(40.742634, -73.81858)",150 STREET                      ,58 ROAD,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4220138,Station Wagon/Sport Utility Vehicle,Bike,,,
10/09/2019,17:50,,,40.667023,-73.97484,"(40.667023, -73.97484)",PROSPECT PARK WEST              ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4220709,Sedan,Bike,,,
10/05/2019,13:55,,,40.739407,-73.97671,"(40.739407, -73.97671)",1 AVENUE                        ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4220333,Taxi,Bike,,,
