CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/13/2019,15:30,MANHATTAN,10021,40.767117,-73.956505,"(40.767117, -73.956505)",EAST 71 STREET                  ,1 AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4224985,Sedan,Bike,,,
10/20/2019,19:20,BROOKLYN,11214,40.60058,-73.99161,"(40.60058, -73.99161)",86 STREET                       ,23 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226198,Sedan,Bike,,,
10/18/2019,22:21,QUEENS,11420,40.66612,-73.82225,"(40.66612, -73.82225)",LEFFERTS BOULEVARD              ,NORTH CONDUIT AVENUE,,1,0,0,0,1,0,0,0,Turning Improperly,Turning Improperly,,,,4225674,Bike,Sedan,,,
10/11/2019,11:29,BRONX,10455,40.816555,-73.91677,"(40.816555, -73.91677)",WESTCHESTER AVENUE              ,3 AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,,,,,4222040,E-Bik,,,,
10/24/2019,20:19,BROOKLYN,11219,40.635605,-73.997635,"(40.635605, -73.997635)",,,1120      52 STREET                     ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4230605,Station Wagon/Sport Utility Vehicle,Bike,,,
10/26/2019,16:30,BROOKLYN,11235,40.578995,-73.96491,"(40.578995, -73.96491)",OCEANVIEW AVENUE                ,BRIGHTON 3 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4230437,Bike,Sedan,,,
10/18/2019,14:50,BROOKLYN,11218,40.64412,-73.98907,"(40.64412, -73.98907)",37 STREET                       ,FORT HAMILTON PARKWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4226749,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2019,16:25,BROOKLYN,11235,40.575542,-73.96487,"(40.575542, -73.96487)",BRIGHTWATER COURT               ,BRIGHTON 2 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4226979,Bike,Sedan,,,
10/18/2019,19:05,BROOKLYN,11203,40.643665,-73.94203,"(40.643665, -73.94203)",CLARENDON ROAD                  ,EAST 37 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4226133,Station Wagon/Sport Utility Vehicle,Bike,,,
10/14/2019,15:55,BROOKLYN,11236,40.642044,-73.8849,"(40.642044, -73.8849)",,,1307      EAST 108 STREET               ,1,0,0,0,1,0,0,0,Following Too Closely,Unsafe Lane Changing,,,,4224136,Sedan,Bike,,,
10/11/2019,14:27,BROOKLYN,11207,40.680405,-73.90614,"(40.680405, -73.90614)",,,1894      BROADWAY                      ,1,0,0,0,1,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,4222233,Bike,Sedan,,,
10/28/2019,19:52,QUEENS,11101,40.747334,-73.955055,"(40.747334, -73.955055)",5 STREET                        ,46 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4231151,Sedan,Bike,,,
10/24/2019,23:10,,,40.74584,-73.82342,"(40.74584, -73.82342)",BOOTH MEMORIAL AVENUE           ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4228980,Station Wagon/Sport Utility Vehicle,Bike,,,
10/17/2019,18:15,MANHATTAN,10011,40.73723,-74.000656,"(40.73723, -74.000656)",WEST 12 STREET                  ,7 AVENUE,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,4225791,Taxi,Bike,,,
10/17/2019,11:47,BRONX,10455,40.818726,-73.914246,"(40.818726, -73.914246)",,,3006      3 AVENUE                      ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4224647,Sedan,Bike,,,
10/22/2019,22:17,MANHATTAN,10075,40.771023,-73.95365,"(40.771023, -73.95365)",1 AVENUE                        ,EAST 77 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4228576,Sedan,Bike,,,
10/26/2019,0:00,MANHATTAN,10003,40.726185,-73.98943,"(40.726185, -73.98943)",EAST 4 STREET                   ,2 AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unsafe Speed,,,,4230420,Sedan,Bike,,,
10/21/2019,7:47,BROOKLYN,11209,40.62806,-74.02029,"(40.62806, -74.02029)",6 AVENUE                        ,BAY RIDGE PARKWAY,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4226820,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2019,20:10,BRONX,10467,40.8785,-73.86586,"(40.8785, -73.86586)",,,3541      WHITE PLAINS ROAD             ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4235782,Sedan,Bike,,,
10/30/2019,11:40,MANHATTAN,10029,40.792873,-73.94373,"(40.792873, -73.94373)",3 AVENUE                        ,EAST 107 STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4233641,Sedan,Bike,,,
10/26/2019,19:40,BROOKLYN,11229,40.599907,-73.94664,"(40.599907, -73.94664)",AVENUE U                        ,BEDFORD AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4230376,Sedan,Bike,,,
10/25/2019,22:15,,,40.679787,-73.93844,"(40.679787, -73.93844)",FULTON STREET                   ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4231946,Sedan,Bike,,,
10/15/2019,9:30,,,40.664062,-73.96111,"(40.664062, -73.96111)",WASHINGTON AVENUE               ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4224075,Sedan,Bike,,,
10/23/2019,17:26,MANHATTAN,10002,40.71467,-73.98234,"(40.71467, -73.98234)",,,504       GRAND STREET                  ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Driver Inattention/Distraction,,,,4228336,Station Wagon/Sport Utility Vehicle,Bike,,,
10/21/2019,15:09,BROOKLYN,11201,40.69613,-73.987114,"(40.69613, -73.987114)",JAY STREET                      ,TILLARY STREET,,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4228319,Box Truck,Bike,,,
10/30/2019,0:34,,,40.655872,-73.9564,"(40.655872, -73.9564)",PARKSIDE AVENUE                 ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4232406,Sedan,Bike,,,
10/18/2019,19:30,BRONX,10457,,,,webster ave                     ,east179 street,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4227356,Sedan,E-Sco,,,
10/24/2019,20:24,MANHATTAN,10016,40.74315,-73.98561,"(40.74315, -73.98561)",,,44        EAST 27 STREET                ,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4229087,Bike,Station Wagon/Sport Utility Vehicle,,,
10/14/2019,20:30,BROOKLYN,11217,40.678402,-73.98356,"(40.678402, -73.98356)",,,644       SACKETT STREET                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4223351,Sedan,Bike,,,
10/12/2019,21:10,BROOKLYN,11217,40.681484,-73.97703,"(40.681484, -73.97703)",5 AVENUE                        ,BERGEN STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4222617,Sedan,E-Bik,,,
10/19/2019,9:00,BROOKLYN,11238,40.67114,-73.957794,"(40.67114, -73.957794)",,,809       FRANKLIN AVENUE               ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4227142,Station Wagon/Sport Utility Vehicle,Bike,,,
10/14/2019,13:20,BROOKLYN,11207,40.67553,-73.90163,"(40.67553, -73.90163)",ATLANTIC AVENUE                 ,HINSDALE STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223859,Van,Bike,,,
10/21/2019,13:00,QUEENS,11372,40.753437,-73.88783,"(40.753437, -73.88783)",79 STREET                       ,34 AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4226958,Station Wagon/Sport Utility Vehicle,Bike,,,
10/28/2019,0:00,BRONX,10451,40.81334,-73.92672,"(40.81334, -73.92672)",EAST 140 STREET                 ,RIDER AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,4231234,Bike,,,,
10/11/2019,16:00,MANHATTAN,10016,40.740326,-73.97312,"(40.740326, -73.97312)",FDR DRIVE                       ,EAST 30 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4225554,Bike,Sedan,,,
10/27/2019,15:24,MANHATTAN,10016,40.74668,-73.9745,"(40.74668, -73.9745)",2 AVENUE                        ,EAST 37 STREET,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4230074,Station Wagon/Sport Utility Vehicle,Bike,,,
10/26/2019,18:28,BRONX,10452,40.831524,-73.92157,"(40.831524, -73.92157)",,,1055      WALTON AVENUE                 ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4232306,Sedan,Bike,,,
10/16/2019,18:30,QUEENS,11102,40.7697,-73.93273,"(40.7697, -73.93273)",30 DRIVE                        ,12 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4225037,Bike,,,,
10/16/2019,20:46,MANHATTAN,10021,40.771385,-73.95648,"(40.771385, -73.95648)",EAST 76 STREET                  ,2 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4224245,Station Wagon/Sport Utility Vehicle,Bike,,,
10/31/2019,21:47,BROOKLYN,11203,40.652176,-73.92848,"(40.652176, -73.92848)",CHURCH AVENUE                   ,EAST 52 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4233168,Sedan,Bike,,,
10/24/2019,10:50,,,40.66955,-73.94497,"(40.66955, -73.94497)",BROOKLYN AVENUE                 ,,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4231065,Station Wagon/Sport Utility Vehicle,Bike,,,
10/22/2019,7:50,QUEENS,11103,40.75891,-73.92017,"(40.75891, -73.92017)",,,32-70     38 STREET                     ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4227879,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,10:25,BROOKLYN,11232,40.660675,-74.00138,"(40.660675, -74.00138)",27 STREET                       ,3 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4258123,Station Wagon/Sport Utility Vehicle,Bike,,,
10/21/2019,16:20,MANHATTAN,10003,40.72829,-73.987915,"(40.72829, -73.987915)",,,125       2 AVENUE                      ,1,0,0,0,1,0,0,0,Unspecified,,,,,4232643,Bike,,,,
10/13/2019,19:55,BROOKLYN,11212,40.665894,-73.91368,"(40.665894, -73.91368)",,,185       AMBOY STREET                  ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,4227102,Sedan,Bike,,,
10/20/2019,18:00,MANHATTAN,10032,40.841377,-73.937706,"(40.841377, -73.937706)",,,85        AUDUBON AVENUE                ,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,,,,4226320,Sedan,Bike,,,
10/12/2019,20:55,QUEENS,,40.707447,-73.90387,"(40.707447, -73.90387)",,,678       GRANDVIEW AVENUE              ,1,0,0,0,1,0,0,0,Unspecified,,,,,4228028,E-Sco,,,,
10/20/2019,19:30,MANHATTAN,10019,40.764854,-73.98639,"(40.764854, -73.98639)",,,360       WEST 53 STREET                ,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4228603,Station Wagon/Sport Utility Vehicle,Bike,,,
10/22/2019,0:15,QUEENS,11432,40.7087,-73.79931,"(40.7087, -73.79931)",HILLSIDE AVENUE                 ,163 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4229320,Taxi,Bike,,,
10/12/2019,10:00,,,40.691666,-73.76239,"(40.691666, -73.76239)",LINDEN BOULEVARD                ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4222453,Station Wagon/Sport Utility Vehicle,Bike,,,
10/28/2019,16:00,MANHATTAN,10031,40.826427,-73.950455,"(40.826427, -73.950455)",BROADWAY                        ,WEST 145 STREET,,1,0,0,0,1,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,4235947,Flat Bed,Bike,,,
10/16/2019,2:00,,,40.815205,-73.947495,"(40.815205, -73.947495)",8 AVENUE                        ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226571,Sedan,Bike,,,
10/28/2019,19:45,BROOKLYN,11209,40.631443,-74.0189,"(40.631443, -74.0189)",OVINGTON AVENUE                 ,6 AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4231164,Sedan,Bike,,,
10/18/2019,20:55,,,40.68438,-73.94702,"(40.68438, -73.94702)",PUTNAM AVENUE                   ,,,2,0,0,0,1,0,1,0,Driver Inexperience,Unspecified,,,,4226540,Taxi,Bike,,,
10/14/2019,22:09,BROOKLYN,11219,40.635445,-73.998856,"(40.635445, -73.998856)",53 STREET                       ,11 AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4224904,Bike,Station Wagon/Sport Utility Vehicle,,,
10/29/2019,22:50,,,40.72648,-73.89442,"(40.72648, -73.89442)",69 PLACE                        ,GRAND AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Traffic Control Disregarded,,,,4234060,Station Wagon/Sport Utility Vehicle,Bike,,,
10/13/2019,12:30,,,40.763893,-73.915,"(40.763893, -73.915)",STEINWAY STREET                 ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4222249,Station Wagon/Sport Utility Vehicle,Bike,,,
10/23/2019,21:50,BROOKLYN,11211,40.71469,-73.942696,"(40.71469, -73.942696)",METROPOLITAN AVENUE             ,HUMBOLDT STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4228384,Bike,Sedan,,,
10/25/2019,16:52,,,40.821636,-73.93909,"(40.821636, -73.93909)",WEST 145 STREET                 ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Brakes Defective,,,,4232262,Sedan,Bike,,,
10/15/2019,15:15,,,,,,,,65        EAST DRIVE                    ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4225317,Horse,Bike,,,
10/31/2019,16:30,,,40.773487,-73.98909,"(40.773487, -73.98909)",WEST 62 STREET                  ,WEST END AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,4235159,Bike,,,,
10/12/2019,19:00,,,40.783245,-73.94473,"(40.783245, -73.94473)",1 AVENUE                        ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4222271,Sedan,E-Bik,,,
10/16/2019,15:24,BROOKLYN,11219,40.633224,-73.995186,"(40.633224, -73.995186)",53 STREET                       ,NEW UTRECHT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4224918,Bike,Station Wagon/Sport Utility Vehicle,,,
10/26/2019,22:18,BROOKLYN,11208,40.6905,-73.87096,"(40.6905, -73.87096)",JAMAICA AVENUE                  ,LINCOLN AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,4230048,E-Sco,,,,
10/24/2019,7:20,BROOKLYN,11205,40.693134,-73.969444,"(40.693134, -73.969444)",,,409       MYRTLE AVENUE                 ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Passing Too Closely,,,,4229419,Sedan,E-Bik,,,
10/17/2019,22:20,,,40.818947,-73.95221,"(40.818947, -73.95221)",WEST 135 STREET                 ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4225434,E-Sco,Sedan,,,
10/14/2019,14:45,MANHATTAN,10003,40.736507,-73.99272,"(40.736507, -73.99272)",,,10        EAST 15 STREET                ,2,0,1,0,1,0,0,0,Passing or Lane Usage Improper,,,,,4223569,Bike,,,,
10/22/2019,9:52,BROOKLYN,11215,40.665215,-73.97634,"(40.665215, -73.97634)",PROSPECT PARK WEST              ,8 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4227828,Bike,,,,
10/25/2019,0:08,QUEENS,11369,40.760113,-73.87768,"(40.760113, -73.87768)",91 STREET                       ,31 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4232719,Bike,Sedan,,,
10/19/2019,20:45,QUEENS,11102,40.771347,-73.92285,"(40.771347, -73.92285)",ASTORIA BOULEVARD               ,CRESCENT STREET,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Failure to Yield Right-of-Way,,,,4226450,Bike,Station Wagon/Sport Utility Vehicle,,,
10/26/2019,23:30,BROOKLYN,11211,40.704983,-73.95254,"(40.704983, -73.95254)",RUTLEDGE STREET                 ,HARRISON AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230464,Station Wagon/Sport Utility Vehicle,Bike,,,
10/18/2019,18:00,BROOKLYN,11212,40.659058,-73.91095,"(40.659058, -73.91095)",BOYLAND STREET                  ,NEWPORT STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4227098,Station Wagon/Sport Utility Vehicle,Bike,,,
10/23/2019,15:58,QUEENS,11436,40.673573,-73.79258,"(40.673573, -73.79258)",ROCKAWAY BOULEVARD              ,INWOOD STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4228295,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/14/2019,0:00,QUEENS,11377,40.74539,-73.90662,"(40.74539, -73.90662)",ROOSEVELT AVENUE                ,58 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223452,Bike,Sedan,,,
10/15/2019,18:20,BROOKLYN,11218,40.644417,-73.9703,"(40.644417, -73.9703)",,,534       CONEY ISLAND AVENUE           ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4224942,Taxi,Bike,,,
10/17/2019,18:15,BROOKLYN,11235,40.577995,-73.95964,"(40.577995, -73.95964)",CONEY ISLAND AVENUE             ,BRIGHTON BEACH AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4227987,Bike,,,,
10/25/2019,19:52,BROOKLYN,11238,40.688553,-73.962845,"(40.688553, -73.962845)",LAFAYETTE AVENUE                ,GRAND AVENUE,,1,0,0,0,1,0,0,0,Pavement Slippery,,,,,4229420,E-Bik,,,,
10/19/2019,15:20,BROOKLYN,11224,40.57485,-74.002846,"(40.57485, -74.002846)",MERMAID AVENUE                  ,WEST 37 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4226708,Station Wagon/Sport Utility Vehicle,Bike,,,
10/15/2019,20:20,MANHATTAN,10006,40.708485,-74.01518,"(40.708485, -74.01518)",WEST STREET                     ,RECTOR STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4224524,Taxi,E-Bik,,,
10/18/2019,15:50,MANHATTAN,10019,40.76713,-73.99373,"(40.76713, -73.99373)",WEST 52 STREET                  ,11 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226032,Sedan,Bike,,,
10/26/2019,20:21,QUEENS,11102,40.771076,-73.92304,"(40.771076, -73.92304)",,,26-19     CRESCENT STREET               ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,4229956,Station Wagon/Sport Utility Vehicle,Sedan,E-Bik,,
10/28/2019,20:38,QUEENS,11417,40.679787,-73.85256,"(40.679787, -73.85256)",86 STREET                       ,LIBERTY AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4231292,Sedan,Bike,,,
10/17/2019,23:42,MANHATTAN,10017,40.752026,-73.9706,"(40.752026, -73.9706)",,,852       2 AVENUE                      ,1,0,0,0,1,0,0,0,Obstruction/Debris,,,,,4225292,E-Bik,,,,
10/17/2019,19:03,BRONX,10466,40.888172,-73.85899,"(40.888172, -73.85899)",,,733       EAST 226 STREET               ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4226727,Station Wagon/Sport Utility Vehicle,E-Sco,,,
10/12/2019,16:40,BROOKLYN,11212,40.6544,-73.92044,"(40.6544, -73.92044)",LINDEN BOULEVARD                ,EAST 91 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4236249,Sedan,Bike,,,
10/27/2019,23:44,QUEENS,11106,40.761223,-73.9238,"(40.761223, -73.9238)",BROADWAY                        ,33 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4233920,Sedan,E-Bik,,,
10/25/2019,10:57,MANHATTAN,10002,40.71918,-73.99029,"(40.71918, -73.99029)",ALLEN STREET                    ,DELANCEY STREET,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4229282,Bike,Taxi,,,
10/21/2019,14:02,BROOKLYN,11216,40.68029,-73.947586,"(40.68029, -73.947586)",,,1341      FULTON STREET                 ,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4227212,Station Wagon/Sport Utility Vehicle,Bike,,,
10/25/2019,18:50,BROOKLYN,11230,40.63409,-73.96729,"(40.63409, -73.96729)",,,957       CONEY ISLAND AVENUE           ,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4229806,Sedan,Bike,,,
10/16/2019,15:20,QUEENS,11691,40.60224,-73.75416,"(40.60224, -73.75416)",CORNAGA AVENUE                  ,BEACH 21 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4227972,Bike,Sedan,,,
10/14/2019,19:10,QUEENS,11385,40.70237,-73.90696,"(40.70237, -73.90696)",SENECA AVENUE                   ,WOODBINE STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4228046,Bike,Station Wagon/Sport Utility Vehicle,,,
10/22/2019,17:50,QUEENS,11418,40.70269,-73.839485,"(40.70269, -73.839485)",PARK LANE SOUTH                 ,112 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4227751,Station Wagon/Sport Utility Vehicle,E-Sco,,,
10/24/2019,18:35,MANHATTAN,10016,40.747295,-73.97405,"(40.747295, -73.97405)",2 AVENUE                        ,EAST 38 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4228905,Station Wagon/Sport Utility Vehicle,E-Bik,,,
10/25/2019,21:00,BROOKLYN,11237,40.700672,-73.92164,"(40.700672, -73.92164)",KNICKERBOCKER AVENUE            ,STOCKHOLM STREET,,1,0,0,0,1,0,0,0,Unspecified,,,,,4231270,Bike,,,,
10/26/2019,11:00,,,40.817387,-73.92277,"(40.817387, -73.92277)",EAST 149 STREET                 ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4230336,Bike,,,,
10/11/2019,19:06,,,40.691307,-73.91326,"(40.691307, -73.91326)",CENTRAL AVENUE                  ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4223050,Station Wagon/Sport Utility Vehicle,Bike,,,
10/19/2019,13:30,,,40.650944,-73.905975,"(40.650944, -73.905975)",ROCKAWAY AVENUE                 ,AVENUE D,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Failure to Yield Right-of-Way,,,,4229517,Station Wagon/Sport Utility Vehicle,Bike,,,
10/28/2019,8:45,QUEENS,11355,40.760372,-73.815094,"(40.760372, -73.815094)",SANFORD AVENUE                  ,149 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4230664,Sedan,Bike,,,
10/20/2019,21:05,,,40.69442,-73.93135,"(40.69442, -73.93135)",PULASKI STREET                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4226354,Sedan,E-Sco,,,
10/23/2019,15:50,MANHATTAN,10028,40.777542,-73.957016,"(40.777542, -73.957016)",LEXINGTON AVENUE                ,EAST 83 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4235405,Taxi,E-Bik,,,
10/15/2019,6:30,,,,,,,,59        WEST DRIVE                    ,1,0,0,0,1,0,0,0,Unspecified,,,,,4223512,Bike,,,,
10/23/2019,11:10,,,40.705273,-73.89634,"(40.705273, -73.89634)",FRESH POND ROAD                 ,68 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4228205,Bike,Pick-up Truck,,,
10/24/2019,0:00,BROOKLYN,11237,40.708633,-73.9268,"(40.708633, -73.9268)",,,538       JOHNSON AVENUE                ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4228987,Bike,Box Truck,,,
10/21/2019,14:40,QUEENS,11421,40.697556,-73.852776,"(40.697556, -73.852776)",WOODHAVEN BOULEVARD             ,PARK LANE SOUTH,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4227252,Bike,TRACT,,,
10/30/2019,17:46,BROOKLYN,11208,40.67567,-73.87008,"(40.67567, -73.87008)",CRESCENT STREET                 ,PITKIN AVENUE,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4232519,E-Sco,Sedan,,,
10/25/2019,7:10,BROOKLYN,11225,40.66132,-73.942696,"(40.66132, -73.942696)",MAPLE STREET                    ,KINGSTON AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4229472,Sedan,Bike,,,
10/14/2019,20:30,BROOKLYN,11218,40.647625,-73.97727,"(40.647625, -73.97727)",CATON AVENUE                    ,EAST 4 STREET,,1,0,0,0,1,0,0,0,Backing Unsafely,Unspecified,,,,4224929,Station Wagon/Sport Utility Vehicle,Bike,,,
10/14/2019,23:29,MANHATTAN,10036,40.758022,-73.981804,"(40.758022, -73.981804)",WEST 47 STREET                  ,AVENUE OF THE AMERICAS,,1,0,0,0,1,0,0,0,Unspecified,,,,,4223302,Bike,,,,
10/15/2019,17:22,QUEENS,11101,40.753468,-73.91355,"(40.753468, -73.91355)",NORTHERN BOULEVARD              ,49 STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4224474,Bike,,,,
